stays the same
part 2: 250757288
00934	0x006a23a0	Four of a kind	Three of a kind	TKJTT	242
00933	0x006a01e0	Four of a kind	Four of a kind	TTQTT	113
00932	0x0069fffa	Four of a kind	Four of a kind	TTTT4	784
00931	0x0069fc40	Four of a kind	Four of a kind	TT6TT	781
00930	0x0069f69e	Four of a kind	Three of a kind	TTJT8	117
00929	0x00699ca0	Four of a kind	Three of a kind	T4JTT	557
00928	0x00699700	Four of a kind	Four of a kind	T3TTT	868
00927	0x00696730	Four of a kind	Three of a kind	TJ7TT	546
00926	0x00693000	Four of a kind	Four of a kind	9QQQQ	811
00925	0x00690ff6	Four of a kind	Three of a kind	9TTTJ	233
00924	0x0068fffb	Four of a kind	Four of a kind	99994	727
00923	0x0068ff78	Four of a kind	Three of a kind	999J8	33
00922	0x0068ff10	Four of a kind	Four of a kind	99899	176
00921	0x0068fe20	Four of a kind	Four of a kind	99799	503
00920	0x0068fc40	Four of a kind	Four of a kind	99599	556
00919	0x0068f970	Four of a kind	Four of a kind	99299	907
00918	0x0068e880	Four of a kind	Three of a kind	98J88	302
00917	0x0068e000	Four of a kind	Four of a kind	97777	287
00916	0x00687720	Four of a kind	Three of a kind	9J799	261
00915	0x00687450	Four of a kind	Three of a kind	9J499	737
00914	0x0068701e	Four of a kind	Three of a kind	9JJ2J	163
00913	0x00686000	Four of a kind	Four of a kind	8AAAA	490
00912	0x00681e00	Four of a kind	Four of a kind	8T888	641
00911	0x0068003c	Four of a kind	Four of a kind	888Q8	917
00910	0x00680006	Four of a kind	Four of a kind	8888A	768
00909	0x0067ffff	Four of a kind	Four of a kind	88887	235
00908	0x0067fffd	Four of a kind	Four of a kind	88885	9
00907	0x0067fe20	Four of a kind	Four of a kind	88688	891
00906	0x0067b000	Four of a kind	Four of a kind	83333	67
00905	0x0067ad80	Four of a kind	Three of a kind	83J88	432
00904	0x006787fd	Four of a kind	Three of a kind	8J885	779
00903	0x00678620	Four of a kind	Three of a kind	8J688	466
00902	0x00670069	Four of a kind	Four of a kind	777A7	344
00901	0x0067004b	Four of a kind	Four of a kind	777Q7	624
00900	0x0067002d	Four of a kind	Four of a kind	777T7	26
00899	0x0067000f	Four of a kind	Four of a kind	77787	701
00898	0x0066fffd	Four of a kind	Four of a kind	77774	978
00897	0x0066ff92	Four of a kind	Three of a kind	777J2	884
00896	0x0066fc40	Four of a kind	Four of a kind	77377	790
00895	0x0066ae20	Four of a kind	Three of a kind	72J22	750
00894	0x0066972d	Four of a kind	Three of a kind	7J7T7	71
00893	0x00668000	Four of a kind	Four of a kind	6AAAA	483
00892	0x00667ff2	Four of a kind	Three of a kind	6AAAJ	87
00891	0x00667800	Four of a kind	Four of a kind	6A666	588
00890	0x00666900	Four of a kind	Four of a kind	6K666	538
00889	0x00666000	Four of a kind	Four of a kind	6QQQQ	495
00888	0x00663c00	Four of a kind	Four of a kind	6T666	431
00887	0x00660003	Four of a kind	Four of a kind	66669	947
00886	0x00660001	Four of a kind	Four of a kind	66667	226
00885	0x0065fc3a	Four of a kind	Three of a kind	6626J	416
00884	0x0065fa3c	Four of a kind	Two pair	66J4J	253
00883	0x0065f100	Four of a kind	Four of a kind	65666	378
00882	0x0065d300	Four of a kind	Four of a kind	63666	80
00881	0x0065a696	Four of a kind	Two pair	6J7J6	946
00880	0x00656900	Four of a kind	Four of a kind	5Q555	456
00879	0x006504b0	Four of a kind	Four of a kind	55T55	343
00878	0x00650008	Four of a kind	Four of a kind	5555K	337
00877	0x00650001	Four of a kind	Four of a kind	55556	485
00876	0x0064fff1	Four of a kind	Four of a kind	55545	398
00875	0x0064ffec	Four of a kind	Three of a kind	5554J	48
00874	0x0064fe20	Four of a kind	Four of a kind	55355	47
00873	0x0064fce5	Four of a kind	Three of a kind	552J5	832
00872	0x0064fb9b	Four of a kind	Three of a kind	55JT5	20
00871	0x0064b53c	Four of a kind	Three of a kind	5J595	974
00870	0x0064b508	Four of a kind	Three of a kind	5J55K	700
00869	0x0064b080	Four of a kind	Two pair	5JJ88	847
00868	0x00647440	Four of a kind	Three of a kind	4QJ44	533
00867	0x006459fc	Four of a kind	Three of a kind	4T44J	280
00866	0x00640780	Four of a kind	Four of a kind	44Q44	498
00865	0x00640096	Four of a kind	Four of a kind	444A4	854
00864	0x0064004b	Four of a kind	Four of a kind	44494	187
00863	0x0064003c	Four of a kind	Four of a kind	44484	491
00862	0x0064002d	Four of a kind	Four of a kind	44474	612
00861	0x0064001a	Four of a kind	Three of a kind	4446J	425
00860	0x0064000f	Four of a kind	Four of a kind	44454	238
00859	0x0063fff1	Four of a kind	Four of a kind	44434	813
00858	0x0063fc09	Four of a kind	Two pair	44JJ9	449
00857	0x0063e000	Four of a kind	Four of a kind	42222	873
00856	0x00631e00	Four of a kind	Four of a kind	35333	732
00855	0x00630c2d	Four of a kind	Two pair	34J3J	901
00854	0x00630870	Four of a kind	Four of a kind	33Q33	236
00853	0x006302d0	Four of a kind	Four of a kind	33633	953
00852	0x006300a5	Four of a kind	Four of a kind	333A3	13
00851	0x0063000f	Four of a kind	Four of a kind	33343	34
00850	0x0062fdd5	Four of a kind	Three of a kind	33JA3	54
00849	0x0062d4dd	Four of a kind	Two pair	3J53J	90
00848	0x0062d33c	Four of a kind	Three of a kind	3J373	496
00847	0x0062d1fe	Four of a kind	Two pair	3J22J	801
00846	0x0062d0b7	Four of a kind	Two pair	3JJQ3	608
00845	0x0062b000	Four of a kind	Four of a kind	2KKKK	162
00844	0x00629600	Four of a kind	Four of a kind	2Q222	660
00843	0x00628000	Four of a kind	Four of a kind	2TTTT	433
00842	0x00624000	Four of a kind	Four of a kind	26666	830
00841	0x00623000	Four of a kind	Four of a kind	25555	883
00840	0x00622000	Four of a kind	Four of a kind	24444	675
00839	0x00621000	Four of a kind	Four of a kind	23333	229
00838	0x00620a50	Four of a kind	Four of a kind	22K22	590
00837	0x00620490	Four of a kind	Two pair	227JJ	568
00836	0x006203c0	Four of a kind	Four of a kind	22622	850
00835	0x0062005a	Four of a kind	Four of a kind	22282	695
00834	0x0062000c	Four of a kind	Four of a kind	2222A	210
00833	0x0061ffe3	Four of a kind	Three of a kind	222J3	804
00832	0x0061fe27	Four of a kind	Three of a kind	22J29	864
00831	0x0061fe05	Four of a kind	Two pair	22JJ5	570
00830	0x0060b466	Four of a kind	Two pair	JQJ6Q	241
00829	0x0060a14a	Four of a kind	Two pair	JTQJT	604
00828	0x00608a00	Four of a kind	Three of a kind	J9333	181
00827	0x00607bc0	Four of a kind	Three of a kind	J84JJ	369
00826	0x00607026	Four of a kind	Two pair	J77TJ	882
00825	0x00606ffd	Four of a kind	Three of a kind	J7774	535
00824	0x0060696e	Four of a kind	Two pair	J7J75	109
00823	0x00605500	Four of a kind	Three of a kind	J5TTT	438
00822	0x00604384	Four of a kind	Two pair	J48J4	763
00821	0x006041dc	Four of a kind	Two pair	J464J	134
00820	0x0060400f	Four of a kind	Three of a kind	J4454	146
00819	0x0060384c	Four of a kind	Two pair	J3QJQ	918
00818	0x00600804	Four of a kind	Two pair	JJ88Q	664
00817	0x00600669	Four of a kind	Two pair	JJ6K6	463
00816	0x00600208	Four of a kind	Two pair	JJ22T	332
00815	0x005dff00	Full house	Full house	AAKKK	614
00814	0x005dfa5a	Full house	Full house	AA8A8	421
00813	0x005dfa00	Full house	Full house	AA888	888
00812	0x005df988	Full house	Two pair	AA8J8	21
00811	0x005df808	Full house	Full house	AA66A	311
00810	0x005df800	Full house	Full house	AA666	815
00809	0x005df2d0	Full house	Two pair	AAJKK	931
00808	0x005d9070	Full house	Full house	A77AA	270
00807	0x005d2707	Full house	Two pair	AJ77A	551
00806	0x005cff90	Full house	Full house	KKK66	934
00805	0x005cfb4b	Full house	Full house	KK8K8	131
00804	0x005c9007	Full house	Full house	K666K	30
00803	0x005c60a0	Full house	Full house	K33KK	331
00802	0x005c3a2d	Full house	Two pair	KJTKT	860
00801	0x005c0fff	Full house	Full house	QKKKQ	392
00800	0x005c01fe	Full house	Full house	QQAAQ	132
00799	0x005bfe00	Full house	Full house	QQTTT	75
00798	0x005bfb4b	Full house	Full house	QQ7Q7	297
00797	0x005bf808	Full house	Full house	QQ44Q	602
00796	0x005bf800	Full house	Full house	QQ444	505
00795	0x005bf6fd	Full house	Two pair	QQ33J	191
00794	0x005ba006	Full house	Full house	Q666Q	958
00793	0x005b8bb9	Full house	Two pair	Q5JQ5	86
00792	0x005b7087	Full house	Full house	Q33Q3	381
00791	0x005b600a	Full house	Full house	Q222Q	258
00790	0x005a2d2d	Full house	Full house	TKTKT	824
00789	0x005a1e20	Full house	Full house	TQTQQ	881
00788	0x005a0040	Full house	Full house	TTTAA	5
00787	0x0059fc04	Full house	Full house	TT66T	252
00786	0x0059f800	Full house	Full house	TT222	225
00785	0x0059f006	Full house	Two pair	T99TJ	2
00784	0x0059e01e	Full house	Full house	T88T8	670
00783	0x0059d2d0	Full house	Full house	T7T77	552
00782	0x0059b04b	Full house	Full house	T55T5	479
00781	0x00594295	Full house	Two pair	9AJ9A	273
00780	0x00593fc4	Full house	Full house	9KK9K	333
00779	0x00592d03	Full house	Full house	9Q99Q	143
00778	0x00590ff1	Full house	Full house	9TT9T	564
00777	0x00590f0f	Full house	Full house	9T9T9	353
00776	0x00590500	Full house	Full house	99AAA	442
00775	0x0058ff0f	Full house	Full house	99898	680
00774	0x0058f760	Full house	Two pair	99J66	326
00773	0x0058e1e2	Full house	Full house	97979	798
00772	0x0058c3c0	Full house	Full house	95955	895
00771	0x0058a5a6	Full house	Full house	93939	480
00770	0x00581fe2	Full house	Full house	8TT8T	775
00769	0x0058078f	Full house	Two pair	89J98	152
00768	0x0057fc04	Full house	Full house	88448	686
00767	0x0057fb05	Full house	Full house	88338	82
00766	0x0057f8c0	Full house	Two pair	88JQQ	878
00765	0x0057f0f1	Full house	Full house	87878	949
00764	0x0057f001	Full house	Full house	87778	305
00763	0x0057e1da	Full house	Two pair	8686J	865
00762	0x0057e020	Full house	Full house	86688	663
00761	0x00576907	Full house	Full house	7A77A	803
00760	0x00574a9c	Full house	Two pair	7Q7JQ	755
00759	0x00570600	Full house	Full house	77KKK	289
00758	0x0056fff0	Full house	Full house	77766	101
00757	0x0056f00f	Full house	Full house	76676	545
00756	0x0056c393	Full house	Two pair	737J3	377
00755	0x0056b492	Full house	Two pair	727J2	585
00754	0x00565fa6	Full house	Full house	6QQ6Q	174
00753	0x0055fefb	Full house	Two pair	6655J	362
00752	0x0055d02d	Full house	Full house	63363	254
00751	0x0055a41e	Full house	Two pair	6J464	88
00750	0x00558790	Full house	Full house	5A5AA	773
00749	0x00557f80	Full house	Full house	5KK55	298
00748	0x00556f97	Full house	Full house	5QQ5Q	975
00747	0x00556f90	Full house	Full house	5QQ55	862
00746	0x00554fb5	Full house	Full house	5TT5T	359
00745	0x00553ffc	Full house	Full house	59995	805
00744	0x00552ffd	Full house	Full house	58885	424
00743	0x0055287d	Full house	Two pair	58J85	541
00742	0x00550ff0	Full house	Full house	56655	74
00741	0x0055073d	Full house	Two pair	55KJK	165
00740	0x005503f7	Full house	Two pair	5599J	467
00739	0x00550200	Full house	Full house	55777	112
00738	0x00550090	Full house	Full house	555AA	932
00737	0x0054ff01	Full house	Full house	55445	204
00736	0x0054fd2d	Full house	Full house	55252	83
00735	0x0054ce23	Full house	Two pair	52J25	526
00734	0x0054b40f	Full house	Two pair	5J454	736
00733	0x00549f6a	Full house	Full house	4AA4A	880
00732	0x00548f79	Full house	Full house	4KK4K	15
00731	0x00544b50	Full house	Full house	49499	672
00730	0x00542cc7	Full house	Two pair	474J7	168
00729	0x0054096a	Full house	Full house	44A4A	4
00728	0x005404b5	Full house	Full house	44949	899
00727	0x0053e1e0	Full house	Full house	42422	607
00726	0x0053960a	Full house	Full house	3K33K	930
00725	0x00538790	Full house	Full house	3Q3QQ	111
00724	0x00536f8d	Full house	Two pair	3TT3J	796
00723	0x00531fe0	Full house	Full house	35533	634
00722	0x00530300	Full house	Full house	33666	600
00721	0x00530050	Full house	Full house	33388	478
00720	0x0052ff0f	Full house	Full house	33232	628
00719	0x00529ff6	Full house	Full house	2QQQ2	821
00718	0x00526f72	Full house	Two pair	299J2	674
00717	0x00524fb5	Full house	Full house	27727	819
00716	0x00520a5b	Full house	Full house	22K2K	789
00715	0x005206f9	Full house	Full house	22992	601
00714	0x0051fe40	Full house	Two pair	22J44	991
00713	0x0050d5a5	Full house	Two pair	JA3A3	354
00712	0x0050bfa0	Full house	Two pair	JQQ66	232
00711	0x00509a5a	Full house	Two pair	JT4T4	676
00710	0x00506f0f	Full house	Two pair	J7676	282
00709	0x00505d03	Full house	Two pair	J6336	780
00708	0x00502a5b	Full house	Two pair	J2K2K	394
00707	0x004dfe1f	Three of a kind	Three of a kind	AAQAK	802
00706	0x004dfe15	Three of a kind	Three of a kind	AAQA3	589
00705	0x004df7cc	Three of a kind	Three of a kind	AA62A	322
00704	0x004de385	Three of a kind	One pair	AKJ8K	583
00703	0x004dbe20	Three of a kind	Three of a kind	AT8TT	428
00702	0x004db4fe	Three of a kind	Three of a kind	A9AAQ	648
00701	0x004db423	Three of a kind	One pair	A9AJ3	413
00700	0x004da5f7	Three of a kind	Three of a kind	A8AA5	249
00699	0x004d8e90	Three of a kind	Three of a kind	A75AA	18
00698	0x004d8c39	Three of a kind	One pair	A737J	967
00697	0x004d6bd4	Three of a kind	One pair	A5JA2	573
00696	0x004d6b2d	Three of a kind	One pair	A5J3J	808
00695	0x004d2b5e	Three of a kind	One pair	AJQ2J	523
00694	0x004d00ef	Three of a kind	Three of a kind	KKAKQ	745
00693	0x004cf8a4	Three of a kind	One pair	KK6J4	295
00692	0x004ce41e	Three of a kind	One pair	KQJ2J	16
00691	0x004cbaa0	Three of a kind	Three of a kind	K93KK	937
00690	0x004c69fa	Three of a kind	Three of a kind	K3KK7	465
00689	0x004c64ad	Three of a kind	One pair	K383J	55
00688	0x004c6190	Three of a kind	Three of a kind	K34KK	427
00687	0x004c37e2	Three of a kind	One pair	KJ868	115
00686	0x004c3520	Three of a kind	One pair	KJ577	447
00685	0x004c3037	Three of a kind	One pair	KJJ3T	647
00684	0x004bffc6	Three of a kind	Three of a kind	QQQ8A	972
00683	0x004bfcca	Three of a kind	One pair	QQ96J	35
00682	0x004bfa15	Three of a kind	Three of a kind	QQ67Q	203
00681	0x004bde40	Three of a kind	Three of a kind	QT8QQ	391
00680	0x004bdb00	Three of a kind	Three of a kind	QT555	625
00679	0x004bd120	Three of a kind	Three of a kind	Q9TQQ	36
00678	0x004bd004	Three of a kind	Three of a kind	Q999K	114
00677	0x004bc00f	Three of a kind	Three of a kind	Q8898	199
00676	0x004bbf9e	Three of a kind	One pair	Q882J	758
00675	0x004ba007	Three of a kind	Three of a kind	Q666K	271
00674	0x004b96a6	Three of a kind	Three of a kind	Q5Q6Q	245
00673	0x004b8fdd	Three of a kind	One pair	Q553J	370
00672	0x004b8b90	Three of a kind	One pair	Q5J99	189
00671	0x004b8b4d	Three of a kind	One pair	Q5J52	964
00670	0x004b8b30	Three of a kind	One pair	Q5J33	806
00669	0x004b87fb	Three of a kind	Three of a kind	Q4QQ7	621
00668	0x004b8096	Three of a kind	Three of a kind	Q44A4	989
00667	0x004b6fff	Three of a kind	Three of a kind	Q3332	107
00666	0x004b6af3	Three of a kind	One pair	Q2KKJ	733
00665	0x004b64b0	Three of a kind	Three of a kind	Q2722	598
00664	0x004b4a21	Three of a kind	One pair	QJTQK	388
00663	0x004b4630	Three of a kind	One pair	QJ699	846
00662	0x004a34da	Three of a kind	One pair	TA3JT	193
00661	0x004a32cd	Three of a kind	One pair	TAJKT	291
00660	0x004a1c7c	Three of a kind	One pair	TQ9JQ	554
00659	0x004a0031	Three of a kind	Three of a kind	TTTKA	578
00658	0x004a0016	Three of a kind	Three of a kind	TTTQ2	979
00657	0x0049ff9a	Three of a kind	Three of a kind	TTT3K	486
00656	0x0049fae7	Three of a kind	Three of a kind	TT53T	626
00655	0x0049f4b6	Three of a kind	One pair	T9ATJ	725
00654	0x0049f0e2	Three of a kind	Three of a kind	T9T8T	977
00653	0x0049f003	Three of a kind	Three of a kind	T999Q	595
00652	0x0049e78c	Three of a kind	One pair	T9J95	646
00651	0x0049de18	Three of a kind	One pair	T868J	584
00650	0x0049d0e9	Three of a kind	One pair	T787J	127
00649	0x0049c097	Three of a kind	One pair	T67J7	766
00648	0x0049a569	Three of a kind	One pair	T4TJ9	441
00647	0x00499e80	Three of a kind	Three of a kind	T42TT	681
00646	0x00499a4d	Three of a kind	One pair	T3A3J	192
00645	0x00499900	Three of a kind	Three of a kind	T3QQQ	897
00644	0x00499340	Three of a kind	Three of a kind	T36TT	349
00643	0x0049621c	Three of a kind	One pair	TJ24J	92
00642	0x004946a0	Three of a kind	Three of a kind	9A4AA	444
00641	0x004906e0	Three of a kind	One pair	9TJAA	562
00640	0x0048ff98	Three of a kind	Three of a kind	9992T	368
00639	0x0048fc45	Three of a kind	Three of a kind	9959A	458
00638	0x0048fa61	Three of a kind	Three of a kind	9939T	550
00637	0x0048f0d3	Three of a kind	Three of a kind	98969	659
00636	0x0048effb	Three of a kind	Three of a kind	98883	922
00635	0x0048e8bd	Three of a kind	One pair	98JQ9	329
00634	0x0048dfe2	Three of a kind	Three of a kind	97757	988
00633	0x0048d729	Three of a kind	One pair	96AJ9	702
00632	0x0048d273	Three of a kind	One pair	969J3	223
00631	0x0048d069	Three of a kind	Three of a kind	966K6	586
00630	0x0048c4f0	Three of a kind	Three of a kind	95T99	995
00629	0x0048bf00	Three of a kind	Three of a kind	95444	309
00628	0x0048b52d	Three of a kind	Three of a kind	949Q9	514
00627	0x00489a00	Three of a kind	Three of a kind	92QQQ	116
00626	0x004894b0	Three of a kind	Three of a kind	92722	224
00625	0x004854b2	Three of a kind	One pair	8A2AJ	371
00624	0x004816b4	Three of a kind	One pair	8TJQJ	300
00623	0x0047fc46	Three of a kind	Three of a kind	8848A	198
00622	0x0047fbca	Three of a kind	One pair	884JT	450
00621	0x0047f5a8	Three of a kind	One pair	87K8J	461
00620	0x0047e940	Three of a kind	One pair	87J44	861
00619	0x0047d2ff	Three of a kind	Three of a kind	85887	367
00618	0x0047bffe	Three of a kind	Three of a kind	84442	72
00617	0x0047b084	Three of a kind	One pair	833QJ	274
00616	0x0047a5fb	Three of a kind	Three of a kind	82883	492
00615	0x00479e7f	Three of a kind	One pair	82J87	293
00614	0x00479e7b	Three of a kind	One pair	82J83	540
00613	0x00478d6a	Three of a kind	One pair	8JA4A	936
00612	0x0047695a	Three of a kind	Three of a kind	7A7K7	904
00611	0x00475ffc	Three of a kind	Three of a kind	7KKK9	410
00610	0x00475b50	Three of a kind	Three of a kind	7K8KK	154
00609	0x00475372	Three of a kind	One pair	7KJ79	567
00608	0x004746a0	Three of a kind	Three of a kind	7Q2QQ	655
00607	0x004732c6	Three of a kind	One pair	7TKTJ	41
00606	0x00472f68	Three of a kind	One pair	7TTJ8	307
00605	0x00471970	Three of a kind	Three of a kind	79299	772
00604	0x00470011	Three of a kind	Three of a kind	77789	288
00603	0x0046f93e	Three of a kind	One pair	77J42	275
00602	0x0046dce7	Three of a kind	One pair	752J7	712
00601	0x0046cc0d	Three of a kind	One pair	74JJK	341
00600	0x0046c40f	Three of a kind	Three of a kind	73787	501
00599	0x0046c009	Three of a kind	Three of a kind	7333Q	137
00598	0x0046922d	Three of a kind	One pair	7J252	183
00597	0x0046908c	Three of a kind	One pair	7JJ95	757
00596	0x00466fff	Three of a kind	Three of a kind	6KKKQ	913
00595	0x00466fb7	Three of a kind	One pair	6KK9J	807
00594	0x00466954	Three of a kind	One pair	6K6QJ	397
00593	0x004659fc	Three of a kind	Three of a kind	6Q662	452
00592	0x004636a2	Three of a kind	One pair	6TJTQ	575
00591	0x00462598	Three of a kind	One pair	68A8J	263
00590	0x00462002	Three of a kind	Three of a kind	6888T	574
00589	0x00461c20	Three of a kind	Three of a kind	68466	537
00588	0x00460681	Three of a kind	Three of a kind	66K56	511
00587	0x004605a4	Three of a kind	Three of a kind	66Q6T	11
00586	0x0045ff6a	Three of a kind	Three of a kind	665Q6	78
00585	0x0045fd6c	Three of a kind	Three of a kind	663T6	658
00584	0x0045f880	Three of a kind	Three of a kind	65A66	871
00583	0x0045d8f4	Three of a kind	One pair	63QQJ	699
00582	0x0045d1b6	Three of a kind	One pair	635J6	637
00581	0x0045c7c0	Three of a kind	Three of a kind	62T66	911
00580	0x0045ac94	Three of a kind	One pair	6JK6T	571
00579	0x0045a665	Three of a kind	One pair	6J6K2	446
00578	0x00456bd0	Three of a kind	Three of a kind	5Q855	418
00577	0x00454a10	Three of a kind	Three of a kind	5T455	118
00576	0x00454100	Three of a kind	Three of a kind	59TTT	120
00575	0x00453fb5	Three of a kind	Three of a kind	59949	553
00574	0x00453900	Three of a kind	Three of a kind	59222	150
00573	0x004534b0	Three of a kind	Three of a kind	58K88	756
00572	0x004522d0	Three of a kind	Three of a kind	57T77	39
00571	0x00451e87	Three of a kind	Three of a kind	575A5	577
00570	0x0045196d	Three of a kind	One pair	57J74	97
00569	0x00450787	Three of a kind	Three of a kind	55K5Q	909
00568	0x0045006b	Three of a kind	Three of a kind	555Q7	414
00567	0x00450017	Three of a kind	Three of a kind	5556K	130
00566	0x0044ced0	Three of a kind	One pair	52JKK	619
00565	0x0044b589	Three of a kind	One pair	5J5A7	59
00564	0x0044b296	Three of a kind	One pair	5J2Q2	459
00563	0x0044b20f	Three of a kind	One pair	5J232	66
00562	0x004492d5	Three of a kind	One pair	4AJA3	837
00561	0x00447ffc	Three of a kind	Three of a kind	4QQQ8	102
00560	0x00445655	Three of a kind	One pair	4TJ5T	500
00559	0x004447cc	Three of a kind	One pair	49JK9	214
00558	0x00443826	Three of a kind	One pair	48J28	327
00557	0x00442d0b	Three of a kind	One pair	4745J	793
00556	0x00441870	Three of a kind	Three of a kind	45A55	360
00555	0x00441001	Three of a kind	Three of a kind	45556	363
00554	0x00440f87	Three of a kind	Three of a kind	454K4	711
00553	0x00440b9b	Three of a kind	One pair	45JT5	221
00552	0x004403c9	Three of a kind	Three of a kind	4484K	706
00551	0x004403c8	Three of a kind	Three of a kind	4484Q	987
00550	0x004401e9	Three of a kind	Three of a kind	4464K	656
00549	0x0044003b	Three of a kind	Three of a kind	44483	999
00548	0x0043ccfb	Three of a kind	One pair	4JKK8	761
00547	0x0043cc73	Three of a kind	One pair	4JK47	317
00546	0x0043c5ff	Three of a kind	One pair	4J665	749
00545	0x0043a2b7	Three of a kind	One pair	3AJQ3	423
00544	0x0043870f	Three of a kind	Three of a kind	3Q343	986
00543	0x004368ff	Three of a kind	Three of a kind	3T332	835
00542	0x00435f7e	Three of a kind	One pair	399JA	791
00541	0x00434bfc	Three of a kind	One pair	3844J	440
00540	0x00432d87	Three of a kind	Three of a kind	363Q3	313
00539	0x00431e3c	Three of a kind	Three of a kind	35373	558
00538	0x00430a57	Three of a kind	Three of a kind	33A3T	579
00537	0x004301e6	Three of a kind	Three of a kind	33539	840
00536	0x0042fd7d	Three of a kind	One pair	33J85	649
00535	0x0042f10b	Three of a kind	Three of a kind	3233A	778
00534	0x0042b8ae	Three of a kind	One pair	2A72J	839
00533	0x0042b3ed	Three of a kind	One pair	2A2JK	259
00532	0x0042a200	Three of a kind	Three of a kind	2QAAA	826
00531	0x004295e4	Three of a kind	One pair	2Q2J4	244
00530	0x00427400	Three of a kind	Three of a kind	29KKK	697
00529	0x00426ffc	Three of a kind	Three of a kind	29995	651
00528	0x00426978	Three of a kind	Three of a kind	292T2	70
